0,749,997,1494,1991,2239,2984,3729,3977,4722
0,746,994,1491,1987,2236,2981,3726,3975,4720
0,748,997,1494,1990,2239,2984,3728,3977,4722
0,746,994,1491,1988,2236,2981,3726,3974,4720
0,746,995,1492,1988,2237,2982,3727,3975,4720
0,374,498,746,995,1119,1491,1863,1988,2360
0,748,997,1493,1990,2239,2984,3729,3977,4722
0,746,995,1491,1988,2237,2982,3727,3975,4720
0,746,994,1490,1987,2236,2981,3725,3974,4719
0,746,994,1491,1988,2236,2981,3726,3974,4719
0,745,994,1490,1987,2236,2981,3726,3974,4719
0,749,997,1494,1991,2239,2984,3730,3978,4723
0,750,998,1495,1991,2240,2985,3730,3978,4723
0,746,994,1491,1988,2236,2981,3726,3974,4720
0,748,996,1493,1990,2238,2983,3728,3976,4721
0,748,996,1493,1990,2238,2983,3728,3976,4721
0,746,994,1491,1988,2236,2981,3726,3974,4720
0,746,994,1491,1988,2237,2982,3727,3975,4720
0,746,995,1491,1988,2237,2982,3727,3975,4720
0,746,994,1491,1988,2236,2982,3727,3975,4720
0,748,996,1493,1990,2238,2983,3728,3976,4721
0,746,994,1491,1987,2236,2981,3726,3974,4719
0,750,998,1495,1992,2240,2985,3730,3978,4723
0,748,996,1493,1990,2238,2983,3728,3977,4722
0,746,994,1491,1987,2236,2981,3726,3974,4719
0,748,996,1493,1990,2238,2983,3728,3976,4721
