-1.4509e-07	-9.8637e-08	-7.6732e-08	-6.4391e-08	-1.0427e-07	-1.6838e-08	-5.6551e-08	9.001e-09	-4.6598e-08	6.0517e-08	1.1851e-08	-5.855e-08	5.1366e-08	-3.9459e-08	8.7281e-09	-6.6569e-09	-1.2138e-08	-3.6105e-08	-2.3699e-08	2.1869e-08	1.1572e-07	-1.2013e-08	-3.8499e-08	-2.103e-08	8.2448e-08	1.8223e-08	6.0486e-08	-6.3107e-08	3.8719e-08	2.189e-08	-4.6339e-08	1.9377e-08	9.7463e-08	9.9671e-08	6.6995e-08	-6.0344e-08	-1.0445e-07	3.2952e-08	1.5177e-07	1.4137e-07	3.2774e-07	2.0271e-08
-1.3804e-07	-9.6012e-08	-7.0817e-08	-5.7317e-08	-9.6607e-08	-1.652e-08	-5.1503e-08	5.9364e-09	-4.7535e-08	5.573e-08	1.1974e-08	-5.5589e-08	5.0332e-08	-3.6543e-08	1.0566e-08	-3.1711e-09	-1.0737e-08	-2.2438e-08	-2.6844e-08	1.696e-08	1.1129e-07	-1.511e-08	-3.9417e-08	-2.1196e-08	8.1387e-08	1.9041e-08	5.9031e-08	-6.1496e-08	3.9769e-08	2.3246e-08	-4.8371e-08	2.1403e-08	8.9179e-08	9.7971e-08	6.1219e-08	-5.8571e-08	-9.9834e-08	3.596e-08	1.4818e-07	1.3338e-07	3.1971e-07	2.3565e-08
-1.3086e-07	-9.3303e-08	-6.4807e-08	-5.0154e-08	-8.8851e-08	-1.6223e-08	-4.6387e-08	2.8732e-09	-4.8428e-08	5.0884e-08	1.2081e-08	-5.2641e-08	4.9222e-08	-3.3626e-08	1.2374e-08	3.1771e-10	-9.3349e-09	-8.9221e-09	-2.9975e-08	1.1983e-08	1.0671e-07	-1.8183e-08	-4.0304e-08	-2.1325e-08	8.0206e-08	1.9841e-08	5.7501e-08	-5.9858e-08	4.0814e-08	2.4584e-08	-5.0356e-08	2.3409e-08	8.0823e-08	9.6172e-08	5.5384e-08	-5.669e-08	-9.5043e-08	3.8937e-08	1.4443e-07	1.2535e-07	3.1137e-07	2.6866e-08
-1.2356e-07	-9.0513e-08	-5.8712e-08	-4.2914e-08	-8.1012e-08	-1.5948e-08	-4.1211e-08	-1.8187e-10	-4.9272e-08	4.5987e-08	1.2173e-08	-4.9715e-08	4.8033e-08	-3.0717e-08	1.4146e-08	3.802e-09	-7.9348e-09	4.4163e-09	-3.3086e-08	6.9473e-09	1.02e-07	-2.1224e-08	-4.1159e-08	-2.1415e-08	7.8903e-08	2.0621e-08	5.5897e-08	-5.8194e-08	4.1852e-08	2.5898e-08	-5.2285e-08	2.5389e-08	7.2416e-08	9.4275e-08	4.9501e-08	-5.47e-08	-9.008e-08	4.1878e-08	1.4051e-07	1.1728e-07	3.0273e-07	3.0164e-08
-1.1615e-07	-8.7647e-08	-5.2539e-08	-3.5607e-08	-7.3102e-08	-1.5696e-08	-3.5983e-08	-3.2221e-09	-5.0063e-08	4.1049e-08	1.225e-08	-4.6818e-08	4.6764e-08	-2.7819e-08	1.5877e-08	7.2743e-09	-6.5394e-09	1.7549e-08	-3.6167e-08	1.8638e-09	9.715e-08	-2.4226e-08	-4.1979e-08	-2.1461e-08	7.7474e-08	2.1378e-08	5.4217e-08	-5.6509e-08	4.2881e-08	2.7186e-08	-5.4153e-08	2.734e-08	6.3972e-08	9.2282e-08	4.3582e-08	-5.2601e-08	-8.4949e-08	4.4775e-08	1.3644e-07	1.092e-07	2.938e-07	3.3452e-08
-1.0863e-07	-8.4709e-08	-4.6299e-08	-2.8244e-08	-6.5134e-08	-1.5468e-08	-3.071e-08	-6.2408e-09	-5.0798e-08	3.6078e-08	1.2311e-08	-4.3957e-08	4.5414e-08	-2.4941e-08	1.7561e-08	1.0727e-08	-5.1516e-09	3.0449e-08	-3.9212e-08	-3.2578e-09	9.217e-08	-2.718e-08	-4.2763e-08	-2.1463e-08	7.5916e-08	2.2111e-08	5.2462e-08	-5.4806e-08	4.39e-08	2.8445e-08	-5.5951e-08	2.9255e-08	5.5511e-08	9.0194e-08	3.7637e-08	-5.0395e-08	-7.9655e-08	4.762e-08	1.322e-07	1.0112e-07	2.8459e-07	3.6721e-08
-1.0103e-07	-8.1704e-08	-4e-08	-2.0836e-08	-5.712e-08	-1.5265e-08	-2.5401e-08	-9.2314e-09	-5.1474e-08	3.1084e-08	1.2358e-08	-4.114e-08	4.3981e-08	-2.2086e-08	1.9194e-08	1.4154e-08	-3.7738e-09	4.3092e-08	-4.2211e-08	-8.4073e-09	8.7063e-08	-3.0081e-08	-4.3508e-08	-2.1418e-08	7.4226e-08	2.2816e-08	5.0633e-08	-5.3087e-08	4.4905e-08	2.9671e-08	-5.7671e-08	3.1131e-08	4.7049e-08	8.8013e-08	3.1677e-08	-4.8082e-08	-7.4205e-08	5.0407e-08	1.2781e-07	9.3057e-08	2.751e-07	3.9962e-08
-9.3354e-08	-7.8636e-08	-3.3652e-08	-1.3395e-08	-4.9074e-08	-1.5088e-08	-2.0063e-08	-1.2187e-08	-5.2086e-08	2.6074e-08	1.239e-08	-3.8373e-08	4.2464e-08	-1.9261e-08	2.0772e-08	1.7546e-08	-2.4088e-09	5.5452e-08	-4.5158e-08	-1.3575e-08	8.1835e-08	-3.2922e-08	-4.4213e-08	-2.1323e-08	7.2404e-08	2.3493e-08	4.8729e-08	-5.1357e-08	4.5896e-08	3.0863e-08	-5.9308e-08	3.2963e-08	3.8603e-08	8.5741e-08	2.5714e-08	-4.5665e-08	-6.8603e-08	5.3128e-08	1.2327e-07	8.5021e-08	2.6535e-07	4.3169e-08
-8.5603e-08	-7.551e-08	-2.7265e-08	-5.9319e-09	-4.1007e-08	-1.4937e-08	-1.4705e-08	-1.5102e-08	-5.2632e-08	2.1057e-08	1.2407e-08	-3.5663e-08	4.0863e-08	-1.6472e-08	2.229e-08	2.0898e-08	-1.0587e-09	6.7507e-08	-4.8044e-08	-1.8749e-08	7.649e-08	-3.5696e-08	-4.4876e-08	-2.1176e-08	7.0446e-08	2.4139e-08	4.6751e-08	-4.9619e-08	4.687e-08	3.2017e-08	-6.0853e-08	3.4746e-08	3.0189e-08	8.338e-08	1.9758e-08	-4.3145e-08	-6.2858e-08	5.5777e-08	1.1858e-07	7.7027e-08	2.5533e-07	4.6333e-08
-7.7793e-08	-7.2331e-08	-2.0846e-08	1.5432e-09	-3.2933e-08	-1.4813e-08	-9.3337e-09	-1.797e-08	-5.3109e-08	1.6041e-08	1.2409e-08	-3.3017e-08	3.9176e-08	-1.3723e-08	2.3744e-08	2.4202e-08	2.7414e-10	7.9235e-08	-5.0862e-08	-2.3921e-08	7.1032e-08	-3.8399e-08	-4.5496e-08	-2.0976e-08	6.8351e-08	2.4753e-08	4.4699e-08	-4.7874e-08	4.7825e-08	3.313e-08	-6.23e-08	3.6478e-08	2.1824e-08	8.0932e-08	1.382e-08	-4.0525e-08	-5.6974e-08	5.8344e-08	1.1374e-07	6.9087e-08	2.4507e-07	4.9448e-08
