-2.9883e-09	-6.0405e-10	1.3213e-08	-6.2481e-09	3.2018e-08	1.8671e-08	-1.0466e-08	-8.6965e-09	-8.1901e-08	-3.2708e-08	-8.1212e-09	-7.2984e-08	-1.3924e-08	-2.2637e-08	-3.7599e-08	-2.338e-08	-1.1867e-08	6.1007e-09	4.096e-09	-3.596e-08	-2.087e-08	-4.0296e-08	-2.1072e-08	1.4187e-09	-1.9993e-08	-4.884e-08	-5.8559e-09	2.0584e-08	-8.8033e-08	-3.4287e-08	-4.6723e-08	7.688e-09	-4.4778e-08	-3.7297e-08	-1.1167e-08	-1.9143e-08	-3.2255e-08	1.3764e-09	-4.2115e-08	1.2134e-08	-5.129e-08	-3.9795e-08
-2.6711e-09	-3.0332e-09	1.3769e-08	-1.3355e-08	4.1528e-08	1.8374e-08	-1.1904e-08	-7.72e-09	-7.5862e-08	-8.0019e-09	-8.5557e-09	-7.4799e-08	-2.4032e-08	-2.2417e-08	-4.4687e-08	-2.5062e-08	-1.8746e-08	7.7211e-09	1.0567e-08	-3.6024e-08	-2.2555e-08	-3.8166e-08	-2.4008e-08	-3.8413e-09	-2.1259e-08	-3.8344e-08	8.086e-09	1.753e-08	-1.1745e-07	-3.4009e-08	-4.7631e-08	1.4716e-08	-4.3448e-08	-3.6775e-08	-1.121e-08	-2.3939e-08	-1.2184e-08	-3.056e-09	-4.6311e-08	1.8438e-08	-5.5761e-08	-4.2633e-08
-2.4159e-09	-5.5598e-09	1.409e-08	-2.0497e-08	5.0381e-08	1.805e-08	-1.3391e-08	-6.8028e-09	-7.0152e-08	1.7476e-08	-8.9473e-09	-7.6588e-08	-3.3715e-08	-2.2333e-08	-5.1392e-08	-2.6606e-08	-2.4807e-08	9.4224e-09	1.7092e-08	-3.5962e-08	-2.4313e-08	-3.5857e-08	-2.6262e-08	-9.224e-09	-2.277e-08	-2.7592e-08	2.1895e-08	1.4254e-08	-1.4656e-07	-3.3662e-08	-4.8262e-08	2.1508e-08	-4.2029e-08	-3.6229e-08	-1.1474e-08	-2.8812e-08	7.7378e-09	-7.3949e-09	-5.0207e-08	2.4481e-08	-6.003e-08	-4.5502e-08
-2.2314e-09	-8.1726e-09	1.4148e-08	-2.763e-08	5.846e-08	1.769e-08	-1.4931e-08	-5.9712e-09	-6.474e-08	4.3424e-08	-9.2824e-09	-7.8353e-08	-4.2941e-08	-2.2381e-08	-5.7694e-08	-2.8003e-08	-3.0008e-08	1.1197e-08	2.3635e-08	-3.5776e-08	-2.6123e-08	-3.3384e-08	-2.7841e-08	-1.4708e-08	-2.4524e-08	-1.672e-08	3.5454e-08	1.0767e-08	-1.7508e-07	-3.3246e-08	-4.8632e-08	2.804e-08	-4.0527e-08	-3.5668e-08	-1.1967e-08	-3.3737e-08	2.7334e-08	-1.162e-08	-5.3764e-08	3.0222e-08	-6.4083e-08	-4.8384e-08
-2.1253e-09	-1.086e-08	1.3919e-08	-3.4712e-08	6.5661e-08	1.7288e-08	-1.6523e-08	-5.2483e-09	-5.9589e-08	6.954e-08	-9.5479e-09	-8.0098e-08	-5.1689e-08	-2.2555e-08	-6.3573e-08	-2.9245e-08	-3.4322e-08	1.3035e-08	3.0162e-08	-3.5468e-08	-2.7964e-08	-3.0762e-08	-2.8756e-08	-2.0274e-08	-2.6514e-08	-5.8585e-09	4.8652e-08	7.0799e-09	-2.0275e-07	-3.2757e-08	-4.8757e-08	3.4291e-08	-3.8951e-08	-3.5097e-08	-1.2695e-08	-3.8689e-08	4.6439e-08	-1.5712e-08	-5.6951e-08	3.5628e-08	-6.791e-08	-5.126e-08
-2.1043e-09	-1.3611e-08	1.3385e-08	-4.1703e-08	7.1899e-08	1.6832e-08	-1.8168e-08	-4.6535e-09	-5.4657e-08	9.5527e-08	-9.7316e-09	-8.1824e-08	-5.9943e-08	-2.2847e-08	-6.9015e-08	-3.0323e-08	-3.7733e-08	1.4928e-08	3.6638e-08	-3.504e-08	-2.9814e-08	-2.8008e-08	-2.9026e-08	-2.5901e-08	-2.8731e-08	4.8674e-09	6.1389e-08	3.2086e-09	-2.2933e-07	-3.2195e-08	-4.8658e-08	4.0244e-08	-3.7306e-08	-3.4522e-08	-1.3659e-08	-4.3643e-08	6.4897e-08	-1.9654e-08	-5.9741e-08	4.0669e-08	-7.1498e-08	-5.4111e-08
-2.1739e-09	-1.6412e-08	1.2532e-08	-4.8564e-08	7.7108e-08	1.6315e-08	-1.9865e-08	-4.2012e-09	-4.9899e-08	1.211e-07	-9.8228e-09	-8.3531e-08	-6.7701e-08	-2.3246e-08	-7.4008e-08	-3.1233e-08	-4.0235e-08	1.6865e-08	4.3029e-08	-3.4498e-08	-3.1651e-08	-2.5137e-08	-2.8676e-08	-3.1569e-08	-3.1161e-08	1.5342e-08	7.3576e-08	-8.3033e-10	-2.5459e-07	-3.1559e-08	-4.8355e-08	4.5882e-08	-3.5599e-08	-3.3949e-08	-1.4859e-08	-4.8572e-08	8.2568e-08	-2.3432e-08	-6.2117e-08	4.5322e-08	-7.484e-08	-5.6917e-08
-2.3381e-09	-1.9252e-08	1.1349e-08	-5.5258e-08	8.1243e-08	1.5727e-08	-2.1612e-08	-3.9008e-09	-4.5272e-08	1.46e-07	-9.8124e-09	-8.5222e-08	-7.4965e-08	-2.3737e-08	-7.8542e-08	-3.1972e-08	-4.1834e-08	1.8834e-08	4.9301e-08	-3.3849e-08	-3.3453e-08	-2.2166e-08	-2.7737e-08	-3.726e-08	-3.3787e-08	2.5459e-08	8.5135e-08	-5.018e-09	-2.7833e-07	-3.0847e-08	-4.7869e-08	5.1189e-08	-3.3836e-08	-3.3381e-08	-1.6291e-08	-5.3451e-08	9.9327e-08	-2.7032e-08	-6.4066e-08	4.957e-08	-7.7926e-08	-5.9657e-08
-2.5995e-09	-2.212e-08	9.8354e-09	-6.1752e-08	8.4282e-08	1.5058e-08	-2.3406e-08	-3.7562e-09	-4.073e-08	1.6998e-07	-9.6926e-09	-8.6894e-08	-8.1745e-08	-2.4305e-08	-8.2608e-08	-3.2537e-08	-4.2547e-08	2.0823e-08	5.5424e-08	-3.3101e-08	-3.5201e-08	-1.9112e-08	-2.6242e-08	-4.2956e-08	-3.6588e-08	3.5127e-08	9.6004e-08	-9.3339e-09	-3.0038e-07	-3.0061e-08	-4.722e-08	5.6153e-08	-3.2024e-08	-3.282e-08	-1.795e-08	-5.8255e-08	1.1507e-07	-3.0443e-08	-6.5582e-08	5.3404e-08	-8.075e-08	-6.2308e-08
-2.9594e-09	-2.5003e-08	7.9915e-09	-6.8015e-08	8.6225e-08	1.4303e-08	-2.5241e-08	-3.7655e-09	-3.6232e-08	1.9282e-07	-9.4571e-09	-8.8542e-08	-8.8056e-08	-2.493e-08	-8.6197e-08	-3.2929e-08	-4.24e-08	2.2819e-08	6.1366e-08	-3.2262e-08	-3.6875e-08	-1.599e-08	-2.423e-08	-4.8638e-08	-3.954e-08	4.4267e-08	1.0613e-07	-1.3756e-08	-3.2061e-07	-2.9199e-08	-4.643e-08	6.0762e-08	-3.0167e-08	-3.2271e-08	-1.9826e-08	-6.2959e-08	1.297e-07	-3.3658e-08	-6.6668e-08	5.6818e-08	-8.3305e-08	-6.4849e-08
